[2025-07-31 17:31:21] [INFO] Daily bias for EURUSD: Neutral
[2025-07-31 17:31:21] [INFO] Daily bias for GBPUSD: Bearish
[2025-07-31 17:31:21] [INFO] Daily bias for XAUUSD: Bearish
[2025-07-31 17:31:21] [INFO] Daily bias for EURGBP: Neutral
[2025-07-31 17:31:21] [INFO] Daily bias for EURNZD: Neutral
[2025-07-31 17:34:32] [SUCCESS] Sweep confirmed on HTF for XAUUSD | Type: Bullish | Score: 1.0
[2025-08-01 20:48:38] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:38] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:38] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:38] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:38] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:38] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:38] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:38] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:38] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:38] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:38] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:38] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:38] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:38] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:38] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:38] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:38] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:38] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:38] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:38] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:38] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:38] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:38] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:38] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:38] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:38] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:38] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:38] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:38] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:38] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:38] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:38] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:38] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:39] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:40] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:41] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:41] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:42] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:42] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:42] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:42] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:42] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:42] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:42] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:42] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:42] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:42] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:42] [SUCCESS] FVG SL set for EURUSD: SL=1.15467
[2025-08-01 20:48:42] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:42] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
[2025-08-01 20:48:42] [SUCCESS] FVG found for EURUSD: 1.15388 - 1.15427 | Type: Bearish | Timeframe: M30
